148,1,1
1180,2,2
9056,1,11
1702,1,1
1267,2,2
896,1,1
1684,1,1
588,1,1
1642,1,1
1218,1,1
148,1,1
148,1,1
10997,2,2
7734,1,1
11422,1,1
7388,2,12
9893,1,1
2438,1,1
11476,5,6
3158,1,2
588,1,1
6835,1,1
2568,2,2
11978,1,1
8226,1,10
2158,1,1
588,1,1
296,1,1
1272,1,1
9781,1,1
588,1,1
222,1,1
5218,5,3
9451,1,11
3006,2,2
5942,5,3
588,1,1
2966,2,2
7839,1,10
148,1,1
10034,1,12
3930,3,3
588,1,1
2324,1,2
1442,1,1
11510,1,1
882,1,1
11579,1,1
6488,1,1
1678,1,1
444,1,1
10297,4,5
148,1,1
12656,1,1
4952,4,5
9420,1,1
10530,2,8
8074,1,1
2352,1,1
9483,1,1
8067,1,11
1340,1,1
8540,1,11
588,1,1
9980,1,13
6950,1,1
3133,4,4
588,1,1
888,1,1
888,1,1
9084,1,1
7353,1,10
588,1,1
5318,4,3
7854,1,10
2344,1,1
5732,1,3
740,1,1
3186,1,2
2756,1,1
1034,1,1
5966,1,8
1075,1,2
9114,1,13
2572,1,1
5627,1,7
8935,1,1
11940,1,14
6408,4,4
592,1,1
984,2,2
148,1,1
5754,2,3
10119,1,11
296,1,1
392,1,1
294,1,1
13662,1,1
8948,1,10
10832,1,1
12736,2,2
148,1,1
2887,1,3
9401,1,10
9356,1,12
4100,5,6
7614,1,1
10549,1,13
8123,1,1
3020,1,2
9938,2,6
972,1,1
15692,7,7
5246,3,3
8153,1,1
3070,2,2
588,1,1
1838,2,2
2672,1,1
444,1,1
1476,2,2
10081,2,2
148,1,1
2474,1,1
2230,1,1
3438,3,3
3082,2,2
10804,1,1
3684,1,3
98,1,1
6627,1,9
7323,1,1
11213,2,12
7036,1,10
6724,2,4
9851,4,4
1096,1,1
4266,4,3
6506,1,4
588,1,1
8695,3,3
588,1,1
11310,4,6
11062,1,1
10934,1,14
148,1,1
588,1,1
6630,1,8
1966,3,3
490,1,1
588,1,1
148,1,1
9069,1,1
7458,1,1
2176,1,1
708,1,1
444,1,1
2404,2,2
8746,1,1
13160,5,4
148,1,1
8538,1,1
2038,1,1
888,1,1
2564,1,2
956,1,1
1684,1,1
8228,1,10
148,1,1
1113,1,1
7762,1,4
10804,1,13
588,1,1
10273,1,12
1652,1,1
444,1,1
814,1,1
683,1,1
444,1,1
148,1,1
888,1,1
2668,1,1
2742,4,4
6891,1,8
296,1,1
8921,1,9
10690,1,12
148,1,1
1588,1,1
8236,1,10
6539,1,10
296,1,1
10028,1,1
2208,1,1
3234,1,2
1368,1,2
9623,1,1
7798,1,9
4232,3,3
888,1,1
3914,1,2
588,1,1
7016,1,9
888,1,1
2214,1,1
10631,1,1
9458,1,1
2488,1,2
10233,1,1
2626,1,1
888,1,1
7785,2,11
7616,1,1
10187,1,12
11908,4,4
1706,1,1
7007,1,1
2448,1,1
9109,1,11
11472,1,1
444,1,1
7529,3,3
444,1,1
6432,1,9
148,1,1
148,1,1
1010,1,1
6062,1,1
740,1,1
2612,1,1
148,1,1
586,1,1
296,1,1
1319,1,1
10056,5,5
12166,1,1
222,1,1
4930,4,3
1421,2,2
4798,3,4
9097,1,13
588,1,1
2544,1,1
1074,1,1
5116,1,3
3826,1,2
10427,1,13
4276,1,2
615,2,2
3542,2,2
12026,1,1
148,1,1
6674,3,4
2242,1,1
10178,1,1
2406,2,2
4655,1,6
7308,1,10
2758,2,2
6509,1,9
148,1,1
5393,1,1
8270,1,11
9040,5,5
444,1,1
704,1,1
10253,1,14
8623,1,1
7556,1,11
6216,1,9
444,1,1
6351,1,9
8266,1,1
9522,1,10
148,1,1
6060,1,8
5519,1,8
196,1,1
1476,1,2
9517,1,12
148,1,1
7639,1,9
148,1,1
13599,1,1
5090,1,2
7044,1,1
1028,1,1
8880,1,11
148,1,1
10993,1,1
2196,2,2
592,1,1
148,1,1
148,1,1
148,1,1
1326,1,1
1724,1,1
1932,1,1
8212,4,4
12403,1,1
3322,1,2
7377,1,8
7875,1,1
9687,1,1
6096,2,10
588,1,1
592,1,1
148,1,1
698,2,2
10713,1,1
4530,2,2
8361,1,1
8242,1,1
7819,1,1
10696,1,1
6503,1,1
7911,1,10
12438,1,14
1182,2,2
7769,1,1
5709,5,4
296,1,1
10297,2,12
3308,4,4
1726,1,1
4614,1,2
9141,1,1
592,1,1
888,1,1
444,1,1
10462,1,1
10125,1,13
1920,1,1
6930,1,1
148,1,1
148,1,1
1074,1,1
444,1,1
2304,1,1
506,1,1
148,1,1
294,1,1
148,1,1
705,2,2
4980,2,2
7320,1,10
2070,2,2
8190,1,11
296,1,1
444,1,1
929,2,2
294,1,1
10131,2,2
296,1,1
3838,3,3
2526,3,3
7652,1,4
588,1,1
1632,1,1
2026,1,2
7889,1,9
6067,1,11
4622,5,4
8520,1,10
5078,1,8
74,1,1
11663,1,1
3328,2,3
2020,1,1
588,1,1
880,1,1
296,1,1
2498,3,3
740,1,1
148,1,1
1686,2,2
148,1,1
588,1,1
3348,3,2
7654,3,3
888,1,1
6962,1,9
11236,1,15
148,1,1
214,1,1
148,1,1
3466,3,3
8176,1,10
1180,2,2
3844,1,2
588,1,1
8211,1,12
7794,1,10
7163,1,1
11975,1,1
2622,1,1
3594,1,2
13081,1,1
1686,1,1
14160,1,1
12000,1,13
10752,1,1
7539,1,1
1006,1,1
2660,2,2
6889,1,11
11580,1,1
1280,2,2
1978,1,1
222,1,1
1764,1,1
740,1,1
588,1,1
7258,4,3
1538,1,1
148,1,1
14738,1,1
1920,2,2
9806,2,2
11749,1,1
12770,1,16
9345,1,1
1560,1,1
9450,5,5
1622,1,1
148,1,1
1355,2,2
9445,1,10
11122,1,1
6136,5,5
444,1,1
10201,1,11
10675,1,1
8815,1,11
9497,2,2
2458,1,1
148,1,1
8659,1,12
8992,1,11
592,1,1
294,1,1
11708,1,1
6835,1,8
2744,1,1
444,1,1
2244,1,1
8598,1,13
7105,1,9
588,1,1
12943,6,6
10232,1,12
6179,1,8
6701,1,1
296,1,1
7420,1,1
5946,1,8
8049,1,11
9736,1,1
904,1,1
8996,1,1
888,1,1
592,1,1
148,1,1
148,1,1
2486,2,2
9406,1,1
10424,1,1
740,1,1
4421,3,3
8550,1,1
4694,3,3
148,1,1
622,1,1
12869,1,1
888,1,1
148,1,1
296,1,1
9071,1,11
3483,5,5
294,1,1
10135,1,1
4270,3,3
3247,3,3
2520,2,2
9024,1,1
148,1,1
444,1,1
9308,3,3
11393,1,12
1998,1,1
588,1,1
9769,1,11
148,1,1
7486,1,10
5840,1,7
7290,1,11
700,1,1
2598,1,1
6750,1,10
2878,2,2
588,1,1
6984,4,3
6056,4,4
8275,6,6
8383,1,11
588,1,1
4975,1,7
10338,2,2
6889,1,1
222,1,1
296,1,1
5128,1,8
4574,1,3
2558,1,1
588,1,1
296,1,1
4234,2,2
12262,2,15
2570,1,1
736,2,2
5097,4,5
888,1,1
13396,1,1
8089,1,9
10104,1,12
11554,1,1
2538,1,1
1337,1,1
888,1,1
8115,1,10
9402,1,1
148,1,1
588,1,1
148,1,1
11724,1,1
444,1,1
6591,1,8
12112,6,4
9196,1,1
392,1,1
294,1,1
148,1,1
4816,1,2
444,1,1
668,1,1
5481,1,7
588,1,1
10197,1,1
148,1,1
3990,1,2
444,1,1
12868,2,15
